"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
811415700,40,40220,402200008,"811-4157",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","アスティ","アスティ",,,,,,,,,
811340100,40,40220,402200009,"811-3401",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","池浦","イケウラ",,,,,,,,,
811351500,40,40220,402200010,"811-3515",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","池田","イケダ",,,,,,,,,
811414700,40,40220,402200011,"811-4147",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","石丸","イシマル",,,,,,,,,
811414200,40,40220,402200012,"811-4142",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","泉ケ丘","イズミガオカ",,,,,,,,,
811340600,40,40220,402200013,"811-3406",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","稲元","イナモト",,,,,,,,,
811350200,40,40220,402200014,"811-3502",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","江口","エグチ",,,,,,,,,
811359800,40,40220,402200014,"811-3598",1,0,"福岡県","フクオカケン","宗像市","ムナカタシ","江口","エグチ",,,,,,"宗像市玄海支所","ムナカタシゲンカイシシヨ","江口４６５",
811417700,40,40220,402200015,"811-4177",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","桜美台","オウビダイ",,,,,,,,,
811342200,40,40220,402200016,"811-3422",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","王丸","オウマル",,,,,,,,,
811343200,40,40220,402200017,"811-3432",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","大井","オオイ",,,,,,,,,
811343300,40,40220,402200018,"811-3433",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","大井台","オオイダイ",,,,,,,,,
811344000,40,40220,402200076,"811-3440",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","大井南","オオイミナミ",,,,,,,,,
811370100,40,40220,402200019,"811-3701",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","大島","オオシマ",,,,,,,,,
811414100,40,40220,402200020,"811-4141",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","大谷","オオタニ",,,,,,,,,
811342100,40,40220,402200021,"811-3421",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","大穂","オオブ",,,,,,,,,
811340200,40,40220,402200022,"811-3402",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","河東","カトウ",,,,,,,,,
811351200,40,40220,402200023,"811-3512",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","鐘崎","カネザキ",,,,,,,,,
811343700,40,40220,402200024,"811-3437",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","久原","クバラ",,,,,,,,,
811418400,40,40220,402200025,"811-4184",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","くりえいと","クリエイト",,,,,,,,,
811419500,40,40220,402200025,"811-4195",1,0,"福岡県","フクオカケン","宗像市","ムナカタシ","くりえいと","クリエイト",,,,,,"株式会社　くりえいと／日創開発　株式会社","カブシキガイシヤ　クリエイト／ニツソウカイハツ　カブシキガイシヤ","くりえいと２丁目３番１号",
811351600,40,40220,402200026,"811-3516",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","公園通り","コウエンドオリ",,,,,,,,,
811351300,40,40220,402200027,"811-3513",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","上八","コウジョウ",,,,,,,,,
811350100,40,40220,402200028,"811-3501",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","神湊","コウノミナト",,,,,,,,,
811416500,40,40220,402200029,"811-4165",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","広陵台","コウリョウダイ",,,,,,,,,
811417300,40,40220,402200030,"811-4173",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","栄町","サカエマチ",,,,,,,,,
811416600,40,40220,402200031,"811-4166",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","桜","サクラ",,,,,,,,,
811414300,40,40220,402200032,"811-4143",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","三郎丸","サブロウマル",,,,,,,,,
811351100,40,40220,402200033,"811-3511",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","地島","ジノシマ",,,,,,,,,
811416300,40,40220,402200034,"811-4163",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","自由ケ丘","ジユウガオカ",,,,,,,,,
811417400,40,40220,402200035,"811-4174",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","自由ケ丘西町","ジユウガオカニシマチ",,,,,,,,,
811415600,40,40220,402200036,"811-4156",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","自由ケ丘南","ジユウガオカミナミ",,,,,,,,,
811418200,40,40220,402200037,"811-4182",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","城ケ谷","ジョウガタニ",,,,,,,,,
811340400,40,40220,402200038,"811-3404",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","城西ケ丘","ジョウセイガオカ",,,,,,,,,
811415100,40,40220,402200039,"811-4151",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","城南ケ丘","ジョウナンガオカ",,,,,,,,,
811418100,40,40220,402200040,"811-4181",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","城山ニュータウン","ジョウヤマニュータウン",,,,,,,,,
811340800,40,40220,402200041,"811-3408",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","樟陽台","ショウヨウダイ",,,,,,,,,
811340500,40,40220,402200042,"811-3405",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","須恵","スエ",,,,,,,,,
811417500,40,40220,402200043,"811-4175",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","田久","タク",,,,,,,,,
811419300,40,40220,402200043,"811-4193",1,0,"福岡県","フクオカケン","宗像市","ムナカタシ","田久","タク",,,,,,"東海大学　第五高等学校","トウカイダイガク　ダイゴコウトウガツコウ","田久１丁目９－２",
811419800,40,40220,402200043,"811-4198",1,0,"福岡県","フクオカケン","宗像市","ムナカタシ","田久","タク",,,,,,"東海大学　福岡短期大学","トウカイダイガク　フクオカタンキダイガク","田久１丁目９－１",
811343100,40,40220,402200044,"811-3431",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","田熊","タグマ",,,,,,,,,
811415200,40,40220,402200045,"811-4152",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","武丸","タケマル",,,,,,,,,
811350500,40,40220,402200046,"811-3505",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","田島","タシマ",,,,,,,,,
811351400,40,40220,402200047,"811-3514",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","田野","タノ",,,,,,,,,
811350700,40,40220,402200048,"811-3507",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","多禮","タレ",,,,,,,,,
811418300,40,40220,402200049,"811-4183",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","土穴","ツチアナ",,,,,,,,,
811340700,40,40220,402200050,"811-3407",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","天平台","テンピョウダイ",,,,,,,,,
811343600,40,40220,402200051,"811-3436",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","東郷","トウゴウ",,,,,,,,,
811349200,40,40220,402200051,"811-3492",1,0,"福岡県","フクオカケン","宗像市","ムナカタシ","東郷","トウゴウ",,,,,,"宗像市役所","ムナカタシヤクシヨ","東郷１丁目１－１",
811416400,40,40220,402200052,"811-4164",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","徳重","トクシゲ",,,,,,,,,
811415500,40,40220,402200053,"811-4155",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","名残","ナゴリ",,,,,,,,,
811342300,40,40220,402200054,"811-3423",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","野坂","ノサカ",,,,,,,,,
811417100,40,40220,402200055,"811-4171",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","葉山","ハヤマ",,,,,,,,,
811342400,40,40220,402200056,"811-3424",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","原町","ハルマチ",,,,,,,,,
811340300,40,40220,402200057,"811-3403",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","ひかりケ丘","ヒカリガオカ",,,,,,,,,
811342500,40,40220,402200058,"811-3425",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","日の里","ヒノサト",,,,,,,,,
811341200,40,40220,402200059,"811-3412",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","平等寺","ビョウドウジ",,,,,,,,,
811343000,40,40220,402200060,"811-3430",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","平井","ヒライ",,,,,,,,,
811350400,40,40220,402200061,"811-3504",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","深田","フカタ",,,,,,,,,
811415400,40,40220,402200062,"811-4154",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","冨地原","フジワラ",,,,,,,,,
811341300,40,40220,402200063,"811-3413",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","曲","マガリ",,,,,"（以下を除く　２５、３５）",,,,
811411300,40,40220,402200063,"811-4113",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","曲","マガリ",,,,,"（２５、３５）",,,,
811343900,40,40220,402200064,"811-3439",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","三倉","ミクラ",,,,,,,,,
811341400,40,40220,402200065,"811-3414",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","光岡","ミツオカ",,,,,,,,,
811417200,40,40220,402200066,"811-4172",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","緑町","ミドリマチ",,,,,,,,,
811341600,40,40220,402200067,"811-3416",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","宮田","ミヤタ",,,,,,,,,
811350300,40,40220,402200068,"811-3503",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","牟田尻","ムタジリ",,,,,,,,,
811343400,40,40220,402200069,"811-3434",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","村山田","ムラヤマダ",,,,,,,,,
811343500,40,40220,402200070,"811-3435",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","用山","モチヤマ",,,,,,,,,
811341100,40,40220,402200071,"811-3411",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","山田","ヤマダ",,,,,,,,,
811350600,40,40220,402200072,"811-3506",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","吉田","ヨシダ",,,,,,,,,
811415300,40,40220,402200073,"811-4153",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","吉留","ヨシドメ",,,,,,,,,
811414500,40,40220,402200074,"811-4145",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","陵厳寺","リョウゲンジ",,,,,,,,,
811343800,40,40220,402200075,"811-3438",0,0,"福岡県","フクオカケン","宗像市","ムナカタシ","和歌美台","ワカミダイ",,,,,,,,,
818010000,40,40221,402210000,"818-0100",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ",,"　","（該当なし）",,,,,,,,
818013700,40,40221,402210001,"818-0137",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","青葉台","アオバダイ",,,,,,,,,
818012100,40,40221,402210002,"818-0121",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","青山","アオヤマ",,,,,,,,,
818011800,40,40221,402210003,"818-0118",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","石坂","イシザカ",,,,,,,,,
818019200,40,40221,402210003,"818-0192",1,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","石坂","イシザカ",,,,,,"筑紫女学園大学　筑紫女学園短期大学","チクシジヨガクエンダイガク　チクシジヨガクエンタンキダイガク","石坂２丁目１２－１",
818011500,40,40221,402210004,"818-0115",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","内山","ウチヤマ",,,,,,,,,
818012300,40,40221,402210005,"818-0123",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","梅ケ丘","ウメガオカ",,,,,,,,,
818013400,40,40221,402210006,"818-0134",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","大佐野","オオザノ",,,,,,,,,
818010100,40,40221,402210007,"818-0101",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","観世音寺","カンゼオンジ",,,,,,,,,
818019800,40,40221,402210007,"818-0198",1,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","観世音寺","カンゼオンジ",,,,,,"太宰府市役所","ダザイフシヤクシヨ","観世音寺１丁目１－１",
818011400,40,40221,402210008,"818-0114",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","北谷","キタダニ",,,,,,,,,
818013200,40,40221,402210009,"818-0132",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","国分","コクブ",,,,,,,,,
818012500,40,40221,402210010,"818-0125",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","五条","ゴジョウ",,,,,,,,,
818019300,40,40221,402210010,"818-0193",1,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","五条","ゴジョウ",,,,,,"学校法人　九州学園　福岡女子短期大学","ガツコウホウジン　キユウシユウガクエン　フクオカジヨシタンキダイガク","五条４丁目１６－１",
818019400,40,40221,402210010,"818-0194",1,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","五条","ゴジョウ",,,,,,"第一福祉大学","ダイイチフクシダイガク","五条３丁目１０－１０",
818019700,40,40221,402210010,"818-0197",1,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","五条","ゴジョウ",,,,,,"第一経済大学・第一保育短期大学","ダイイチケイザイダイガク・ダイイチホイクタンキダイガク","五条３丁目１１－２５",
818013900,40,40221,402210026,"818-0139",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","宰都","サイト",,,,,,,,,
818011700,40,40221,402210011,"818-0117",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","宰府","サイフ",,,,,,,,,
818019500,40,40221,402210011,"818-0195",1,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","宰府","サイフ",,,,,,"太宰府天満宮","ダザイフテンマングウ","宰府４丁目７－１",
818013300,40,40221,402210012,"818-0133",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","坂本","サカモト",,,,,,,,,
818011100,40,40221,402210013,"818-0111",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","三条","サンジョウ",,,,,,,,,
818010200,40,40221,402210014,"818-0102",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","白川","シラカワ",,,,,,,,,
818010300,40,40221,402210015,"818-0103",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","朱雀","スザク",,,,,,,,,
818012200,40,40221,402210016,"818-0122",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","高雄","タカオ",,,,,,,,,
818010400,40,40221,402210017,"818-0104",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","通古賀","トオノコガ",,,,,,,,,
818010500,40,40221,402210018,"818-0105",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","都府楼南","トフロウミナミ",,,,,,,,,
818013600,40,40221,402210019,"818-0136",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","長浦台","ナガウラダイ",,,,,,,,,
818012400,40,40221,402210020,"818-0124",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","梅香苑","バイコウエン",,,,,,,,,
818011000,40,40221,402210021,"818-0110",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","御笠","ミカサ",,,,,,,,,
818013100,40,40221,402210022,"818-0131",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","水城","ミズキ",,,,,,,,,
818013500,40,40221,402210023,"818-0135",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","向佐野","ムカイザノ",,,,,,,,,
818013800,40,40221,402210024,"818-0138",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","吉松","ヨシマツ",,,,,,,,,
818011900,40,40221,402210025,"818-0119",0,0,"福岡県","フクオカケン","太宰府市","ダザイフシ","連歌屋","レンガヤ",,,,,,,,,
811310000,40,40223,402230000,"811-3100",0,0,"福岡県","フクオカケン","古賀市","コガシ",,"　","（該当なし）",,,,,,,,
811313400,40,40223,402230001,"811-3134",0,0,"福岡県","フクオカケン","古賀市","コガシ","青柳","アオヤギ",,,,,,,,,
811313300,40,40223,402230002,"811-3133",0,0,"福岡県","フクオカケン","古賀市","コガシ","青柳町","アオヤギマチ",,,,,,,,,
811313600,40,40223,402230003,"811-3136",0,0,"福岡県","フクオカケン","古賀市","コガシ","糸ケ浦","イトガウラ",,,,,,,,,
811313100,40,40223,402230004,"811-3131",0,0,"福岡県","フクオカケン","古賀市","コガシ","今在家","イマザイケ",,,,,,,,,
811311700,40,40223,402230005,"811-3117",0,0,"福岡県","フクオカケン","古賀市","コガシ","今の庄","イマノショウ",,,,,,,,,
811310200,40,40223,402230006,"811-3102",0,0,"福岡県","フクオカケン","古賀市","コガシ","駅東","エキヒガシ",,,,,,,,,
811319200,40,40223,402230006,"811-3192",1,0,"福岡県","フクオカケン","古賀市","コガシ","駅東","エキヒガシ",,,,,,"古賀市役所","コガシヤクシヨ","駅東１丁目１－１",
811319300,40,40223,402230006,"811-3193",1,0,"福岡県","フクオカケン","古賀市","コガシ","駅東","エキヒガシ",,,,,,"西部電機　株式会社","セイブデンキ　カブシキガイシヤ","駅東３丁目３－１",
811313500,40,40223,402230007,"811-3135",0,0,"福岡県","フクオカケン","古賀市","コガシ","小竹","オダケ",,,,,,,,,
811312600,40,40223,402230008,"811-3126",0,0,"福岡県","フクオカケン","古賀市","コガシ","小山田","オヤマダ",,,,,,,,,
811310400,40,40223,402230009,"811-3104",0,0,"福岡県","フクオカケン","古賀市","コガシ","花鶴丘","カヅルガオカ",,,,,,,,,
811313200,40,40223,402230010,"811-3132",0,0,"福岡県","フクオカケン","古賀市","コガシ","川原","カワバル",,,,,,,,,
811311500,40,40223,402230011,"811-3115",0,0,"福岡県","フクオカケン","古賀市","コガシ","久保","クボ",,,,,,,,,
811313700,40,40223,402230012,"811-3137",0,0,"福岡県","フクオカケン","古賀市","コガシ","古賀","コガ",,,,,,,,,
811319800,40,40223,402230012,"811-3198",1,0,"福岡県","フクオカケン","古賀市","コガシ","古賀","コガ",,,,,,"山崎製パン　株式会社　福岡工場","ヤマサキセイパン　カブシキガイシヤ　フクオカコウジヨウ","古賀６９",
811312200,40,40223,402230013,"811-3122",0,0,"福岡県","フクオカケン","古賀市","コガシ","薦野","コモノ",,,,,,,,,
811310500,40,40223,402230014,"811-3105",0,0,"福岡県","フクオカケン","古賀市","コガシ","鹿部","シシブ",,,,,,,,,
811311600,40,40223,402230015,"811-3116",0,0,"福岡県","フクオカケン","古賀市","コガシ","庄","ショウ",,,,,,,,,
811311800,40,40223,402230016,"811-3118",0,0,"福岡県","フクオカケン","古賀市","コガシ","新久保","シンクボ",,,,,,,,,
811312700,40,40223,402230017,"811-3127",0,0,"福岡県","フクオカケン","古賀市","コガシ","新原","シンバル",,,,,,,,,
811312500,40,40223,402230018,"811-3125",0,0,"福岡県","フクオカケン","古賀市","コガシ","谷山","タニヤマ",,,,,,,,,
811311300,40,40223,402230019,"811-3113",0,0,"福岡県","フクオカケン","古賀市","コガシ","千鳥","チドリ",,,,,,,,,
811319500,40,40223,402230019,"811-3195",1,0,"福岡県","フクオカケン","古賀市","コガシ","千鳥","チドリ",,,,,,"国立病院機構　福岡東医療センタ－","コクリツビヨウインキコウ　フクオカヒガシイリヨウセンタ－","千鳥１丁目１－１",
811310300,40,40223,402230020,"811-3103",0,0,"福岡県","フクオカケン","古賀市","コガシ","中央","チュウオウ",,,,,,,,,
811310100,40,40223,402230021,"811-3101",0,0,"福岡県","フクオカケン","古賀市","コガシ","天神","テンジン",,,,,,,,,
811319700,40,40223,402230021,"811-3197",1,0,"福岡県","フクオカケン","古賀市","コガシ","天神","テンジン",,,,,,"株式会社　正興電機製作所","カブシキガイシヤ　セイコウデンキセイサクシヨ","天神３丁目２０－１",
811312300,40,40223,402230022,"811-3123",0,0,"福岡県","フクオカケン","古賀市","コガシ","米多比","ネタビ",,,,,,,,,
811311200,40,40223,402230023,"811-3112",0,0,"福岡県","フクオカケン","古賀市","コガシ","花見東","ハナミヒガシ",,,,,,,,,
811311100,40,40223,402230024,"811-3111",0,0,"福岡県","フクオカケン","古賀市","コガシ","花見南","ハナミミナミ",,,,,,,,,
811310600,40,40223,402230025,"811-3106",0,0,"福岡県","フクオカケン","古賀市","コガシ","日吉","ヒヨシ",,,,,,,,,
811311400,40,40223,402230026,"811-3114",0,0,"福岡県","フクオカケン","古賀市","コガシ","舞の里","マイノサト",,,,,,,,,
811310700,40,40223,402230027,"811-3107",0,0,"福岡県","フクオカケン","古賀市","コガシ","美明","ミアケ",,,,,,,,,
811311900,40,40223,402230030,"811-3119",0,0,"福岡県","フクオカケン","古賀市","コガシ","美郷","ミサト",,,,,,,,,
811312100,40,40223,402230028,"811-3121",0,0,"福岡県","フクオカケン","古賀市","コガシ","筵内","ムシロウチ",,,,,,,,,
811312400,40,40223,402230029,"811-3124",0,0,"福岡県","フクオカケン","古賀市","コガシ","薬王寺","ヤクオウジ",,,,,,,,,
811320000,40,40224,402240000,"811-3200",0,0,"福岡県","フクオカケン","福津市","フクツシ",,"　","（該当なし）",,,,,,,,
811321300,40,40224,402240001,"811-3213",0,0,"福岡県","フクオカケン","福津市","フクツシ",,"　","（直番地）",,,,,,,,
811322000,40,40224,402240002,"811-3220",0,0,"福岡県","フクオカケン","福津市","フクツシ","あけぼの","アケボノ",,,,,,,,,
811320200,40,40224,402240003,"811-3202",0,0,"福岡県","フクオカケン","福津市","フクツシ","畦町","アゼマチ",,,,,,,,,
811330100,40,40224,402240004,"811-3301",0,0,"福岡県","フクオカケン","福津市","フクツシ","在自","アラジ",,,,,,,,,
811320500,40,40224,402240005,"811-3205",0,0,"福岡県","フクオカケン","福津市","フクツシ","内殿","ウチドノ",,,,,,,,,
811330200,40,40224,402240006,"811-3302",0,0,"福岡県","フクオカケン","福津市","フクツシ","大石","オオイシ",,,,,,,,,
811322600,40,40224,402240007,"811-3226",0,0,"福岡県","フクオカケン","福津市","フクツシ","小竹","オダケ",,,,,,,,,
811352100,40,40224,402240008,"811-3521",0,0,"福岡県","フクオカケン","福津市","フクツシ","勝浦","カツウラ",,,,,,,,,
811320700,40,40224,402240009,"811-3207",0,0,"福岡県","フクオカケン","福津市","フクツシ","上西郷","カミサイゴウ",,,,,,,,,
811329800,40,40224,402240009,"811-3298",1,0,"福岡県","フクオカケン","福津市","フクツシ","上西郷","カミサイゴウ",,,,,,"医療法人社団　水光会　宗像水光会総合病院","イリヨウホウジンシヤダン　スイコウカイ　ムナカタスイコウカイソウゴウビヨウイン","上西郷３４１－１",
811322300,40,40224,402240010,"811-3223",0,0,"福岡県","フクオカケン","福津市","フクツシ","光陽台","コウヨウダイ",,,,,,,,,
811322800,40,40224,402240011,"811-3228",0,0,"福岡県","フクオカケン","福津市","フクツシ","光陽台南","コウヨウダイミナミ",,,,,,,,,
811322900,40,40224,402240012,"811-3229",0,0,"福岡県","フクオカケン","福津市","フクツシ","桜川","サクラガワ",,,,,,,,,
811320400,40,40224,402240013,"811-3204",0,0,"福岡県","フクオカケン","福津市","フクツシ","舎利蔵","シャリクラ",,,,,,,,,
811330300,40,40224,402240014,"811-3303",0,0,"福岡県","フクオカケン","福津市","フクツシ","須多田","スダタ",,,,,,,,,
811322700,40,40224,402240015,"811-3227",0,0,"福岡県","フクオカケン","福津市","フクツシ","高平","タカヒラ",,,,,,,,,
811321700,40,40224,402240016,"811-3217",0,0,"福岡県","フクオカケン","福津市","フクツシ","中央","チュウオウ",,,,,,,,,
811329300,40,40224,402240016,"811-3293",1,0,"福岡県","フクオカケン","福津市","フクツシ","中央","チュウオウ",,,,,,"福津市役所","フクツシヤクシヨ","中央１丁目１－１",
811322200,40,40224,402240017,"811-3222",0,0,"福岡県","フクオカケン","福津市","フクツシ","津丸","ツマル",,,,,,,,,
811330400,40,40224,402240018,"811-3304",0,0,"福岡県","フクオカケン","福津市","フクツシ","津屋崎","ツヤザキ",,,,,,,,,
811322400,40,40224,402240019,"811-3224",0,0,"福岡県","フクオカケン","福津市","フクツシ","手光","テビカ",,,,,,,,,
811321800,40,40224,402240020,"811-3218",0,0,"福岡県","フクオカケン","福津市","フクツシ","手光南","テビカミナミ",,,,,,,,,
811321900,40,40224,402240021,"811-3219",0,0,"福岡県","フクオカケン","福津市","フクツシ","西福間","ニシフクマ",,,,,,,,,
811352200,40,40224,402240022,"811-3522",0,0,"福岡県","フクオカケン","福津市","フクツシ","奴山","ヌヤマ",,,,,,,,,
811321400,40,40224,402240023,"811-3214",0,0,"福岡県","フクオカケン","福津市","フクツシ","花見が丘","ハナミガオカ",,,,,,,,,
811321600,40,40224,402240024,"811-3216",0,0,"福岡県","フクオカケン","福津市","フクツシ","花見が浜","ハナミガハマ",,,,,,,,,
811329500,40,40224,402240024,"811-3295",1,0,"福岡県","フクオカケン","福津市","フクツシ","花見が浜","ハナミガハマ",,,,,,"医療法人　恵愛会　福間病院","イリヨウホウジン　ケイアイカイ　フクマビヨウイン","花見が浜１丁目５－１",
811321500,40,40224,402240025,"811-3215",0,0,"福岡県","フクオカケン","福津市","フクツシ","花見の里","ハナミノサト",,,,,,,,,
811329600,40,40224,402240025,"811-3296",1,0,"福岡県","フクオカケン","福津市","フクツシ","花見の里","ハナミノサト",,,,,,"名糖産業　株式会社　福岡工場","メイトウサンギヨウ　カブシキガイシヤ　フクオカコウジヨウ","花見の里２丁目１１－１",
811322500,40,40224,402240026,"811-3225",0,0,"福岡県","フクオカケン","福津市","フクツシ","東福間","ヒガシフクマ",,,,,,,,,
811320600,40,40224,402240027,"811-3206",0,0,"福岡県","フクオカケン","福津市","フクツシ","久末","ヒサスエ",,,,,,,,,
811320900,40,40224,402240041,"811-3209",0,0,"福岡県","フクオカケン","福津市","フクツシ","日蒔野","ヒマキノ",,,,,,,,,
811320800,40,40224,402240028,"811-3208",0,0,"福岡県","フクオカケン","福津市","フクツシ","福間駅東","フクマエキヒガシ",,,,,,,,,
811321200,40,40224,402240029,"811-3212",0,0,"福岡県","フクオカケン","福津市","フクツシ","福間南","フクマミナミ",,,,,,,,,
811330800,40,40224,402240030,"811-3308",0,0,"福岡県","フクオカケン","福津市","フクツシ","星ケ丘","ホシガオカ",,,,,,,,,
811330500,40,40224,402240031,"811-3305",0,0,"福岡県","フクオカケン","福津市","フクツシ","宮司","ミヤジ",,,,,,,,,
811331200,40,40224,402240032,"811-3312",0,0,"福岡県","フクオカケン","福津市","フクツシ","宮司ヶ丘","ミヤジガオカ",,,,,,,,,
811331100,40,40224,402240033,"811-3311",0,0,"福岡県","フクオカケン","福津市","フクツシ","宮司浜","ミヤジハマ",,,,,,,,,
811330900,40,40224,402240034,"811-3309",0,0,"福岡県","フクオカケン","福津市","フクツシ","宮司元町","ミヤジモトマチ",,,,,,,,,
811320300,40,40224,402240035,"811-3203",0,0,"福岡県","フクオカケン","福津市","フクツシ","本木","モトギ",,,,,,,,,
811320100,40,40224,402240036,"811-3201",0,0,"福岡県","フクオカケン","福津市","フクツシ","八並","ヤツナミ",,,,,,,,,
811330600,40,40224,402240037,"811-3306",0,0,"福岡県","フクオカケン","福津市","フクツシ","生家","ユクエ",,,,,,,,,
811321100,40,40224,402240038,"811-3211",0,0,"福岡県","フクオカケン","福津市","フクツシ","有弥の里","ユミノサト",,,,,,,,,
